user_id,compliment_cool,compliment_cute,compliment_funny,compliment_hot,compliment_list,compliment_more,compliment_note,compliment_photos,compliment_plain,compliment_profile,compliment_writer,cool,fans,funny,review_count,useful,yelping_since,now_date,acceptance,activation,frequency,subscribe,registeration,W1,W2,Wi,Wj
PLOYtrCMUFPHQe2IbYAd5g,369,8,369,232,10,26,265,74,491,29,256,8337,214,6134,2836,12584,2011/1/9 22:07,2021/3/31 0:00,,,,,,,,,
PZFrRD8EHsd3WLzDOYv64A,258,12,258,139,5,14,107,156,500,4,46,3673,142,2261,1192,4742,2007/9/11 15:13,2021/3/31 0:00,,,,,,,,,
5gbkhlWANGVzQYi_0m3vOQ,582,39,582,540,8,29,126,202,210,42,564,6520,282,5392,2651,9412,2008/3/6 20:02,2021/3/31 0:00,,,,,,,,,
0sl4I8R7znWXp_K4A0nZ_w,236,0,236,50,2,9,89,60,111,14,98,3224,146,3297,1069,5272,2011/7/1 22:10,2021/3/31 0:00,,,,,,,,,
9IF2ZMnkrZlvxCHcO0h1EQ,149,7,149,70,11,7,27,10,63,8,44,1195,77,584,1119,1888,2007/9/30 23:17,2021/3/31 0:00,,,,,,,,,
Y8UTUzqG-JJGKGC0Fv643w,392,0,392,219,5,36,138,41,400,8,146,1372,111,992,1179,2632,2010/4/29 17:59,2021/3/31 0:00,,,,,,,,,
sOzeK0dE0BYx4Mc8dmoenQ,6726,365,6726,5980,102,566,2421,2251,5454,513,1667,18849,571,12604,2561,20362,2008/3/27 13:50,2021/3/31 0:00,,,,,,,,,
nK6zJZUDvDlLdbgL_EdI_Q,12,0,12,3,0,2,5,8,30,1,29,544,53,291,1010,1150,2010/5/11 5:19,2021/3/31 0:00,,,,,,,,,
s4NgvdIfBH3UQdccWCyARg,722,41,722,372,41,46,448,114,1163,31,251,3432,186,2199,1215,4667,2008/4/9 2:58,2021/3/31 0:00,,,,,,,,,
0qQI-n_ZfrwBewAgr1Nt8g,588,12,588,244,6,136,137,40,991,21,472,4512,143,4078,1303,5870,2008/5/23 5:15,2021/3/31 0:00,,,,,,,,,
fQcfRZkcOO-MXFYD5umf2w,67,2,67,34,3,20,40,16,67,8,36,878,86,710,1588,1933,2008/3/4 4:19,2021/3/31 0:00,,,,,,,,,
ypm9IB9iZkwY71FKkYeLkg,878,38,878,492,43,64,239,64,405,33,268,4709,219,3295,1941,7162,2007/4/12 22:20,2021/3/31 0:00,,,,,,,,,
ZsFF2j_Bkruztr801LWarw,31,0,31,7,1,6,29,3,45,4,16,350,68,176,1063,742,2007/7/18 18:03,2021/3/31 0:00,,,,,,,,,
POAKZScwldLTMCtvezW5mA,221,7,221,106,2,19,130,36,188,9,130,2136,197,1412,2084,4786,2011/11/20 1:05,2021/3/31 0:00,,,,,,,,,
dCnxB2z1p8EqfM8jkaa-vw,42,1,42,20,2,3,42,6,54,2,16,1125,79,744,1636,2590,2008/7/25 16:03,2021/3/31 0:00,,,,,,,,,
1vB6Olfkba7Sb-Y6TfiB0Q,478,17,478,256,16,34,341,50,661,30,79,2207,101,1545,1446,3737,2008/6/22 21:38,2021/3/31 0:00,,,,,,,,,
JUlMVyJQ6ijHCdMjs8bGhw,58,1,58,40,1,18,46,1,51,8,47,716,64,550,1019,1939,2008/3/27 20:25,2021/3/31 0:00,,,,,,,,,
3DqeuxNWduWVSSD44d2zPQ,348,0,348,74,0,8,89,68,366,4,88,2219,106,1567,1082,3710,2010/11/20 0:01,2021/3/31 0:00,,,,,,,,,
OV6JZ1M5ov65F8PWQzhG-Q,544,4,544,155,1,20,130,182,647,11,55,7290,181,4029,1484,8401,2011/8/22 14:58,2021/3/31 0:00,,,,,,,,,
EDBTE8HMO-iN5hAi9B382A,1247,179,1247,962,14,66,457,396,1077,55,331,11930,489,8181,2126,14654,2009/7/2 15:46,2021/3/31 0:00,,,,,,,,,
UFcsAMlBDCOXz2iGvU7j9A,18,2,18,8,1,5,11,1,28,3,19,422,59,288,1066,1156,2009/4/13 2:21,2021/3/31 0:00,,,,,,,,,
Ult681KMSYmgJZBGYlhFwg,2734,40,2734,918,72,71,527,398,2794,64,770,11134,335,6194,1118,13322,2009/2/18 20:25,2021/3/31 0:00,,,,,,,,,
0Igx-a1wAstiBDerGxXk2A,940,21,940,459,21,68,526,165,1433,35,442,8506,198,5380,2658,13384,2009/1/14 18:31,2021/3/31 0:00,,,,,,,,,
AJcMGNI_3CFHfhOZfUEfBw,27,14,27,24,2,9,38,18,29,7,16,436,84,374,1262,946,2009/7/15 2:26,2021/3/31 0:00,,,,,,,,,
JI2HPIivGVUFVdTo3uXoYg,448,71,448,323,36,33,145,62,508,21,93,4087,155,1917,1301,5837,2007/8/27 19:37,2021/3/31 0:00,,,,,,,,,
xzWwfb0iVk4w8u1laXmuSg,6322,125,6322,4011,31,401,2119,1895,6019,473,1500,35105,437,27845,1830,39740,2010/7/4 3:48,2021/3/31 0:00,,,,,,,,,
oCYxjlqjpnW5WJAo6HNR0A,114,6,114,78,8,16,68,21,71,6,105,3017,218,1336,1564,4292,2007/7/9 20:30,2021/3/31 0:00,,,,,,,,,
WWWujmZ95y0a2RR5_kQ9sw,360,2,360,157,5,30,132,36,295,33,193,17723,227,11961,3047,22521,2009/9/3 2:52,2021/3/31 0:00,,,,,,,,,
0-9YVzOkL51P7rtlaLBp9g,100,6,100,29,1,12,36,7,73,8,36,1226,109,828,1013,2378,2009/8/21 22:36,2021/3/31 0:00,,,,,,,,,
tCqYnhAdQhPO3JAAnc09ig,1026,64,1026,770,14,50,575,55,1500,35,162,2491,137,2988,1031,3665,2007/7/27 20:10,2021/3/31 0:00,,,,,,,,,
_BHTC7nyCBoZcfiiD5cOXg,176,7,176,104,9,39,148,35,263,13,103,8357,241,4902,2098,9102,2005/6/19 13:08,2021/3/31 0:00,,,,,,,,,
6jz_Yr6_AP2WWLbj9gGDpA,1197,12,1197,507,14,80,369,607,872,171,474,5230,134,4897,1301,6965,2006/12/20 21:26,2021/3/31 0:00,,,,,,,,,
Dfu-NuG1YWB96jjBLIlsrA,610,16,610,469,1,20,110,160,222,5,175,7081,124,4593,1951,8538,2010/9/22 0:41,2021/3/31 0:00,,,,,,,,,
zQTEbn5nWGPypxOf2uRPmg,264,8,264,89,0,15,122,217,582,7,67,6735,184,2106,1642,8771,2011/11/5 3:48,2021/3/31 0:00,,,,,,,,,
lf1m4CbheuUR7fFZoLGRvA,273,26,273,198,15,35,113,20,175,21,138,3341,152,2066,1092,4571,2007/11/18 20:40,2021/3/31 0:00,,,,,,,,,
WPl2gULxrrh_GoypMzHF-A,879,41,879,689,7,72,530,113,1208,42,174,3344,243,2721,1594,5805,2009/7/19 21:37,2021/3/31 0:00,,,,,,,,,
NvUeb5G_mSSxgKhEE_Hueg,1573,51,1573,1160,27,72,328,504,1384,49,408,9134,303,5417,1414,10178,2008/3/10 19:58,2021/3/31 0:00,,,,,,,,,
hWDybu_KvYLSdEFzGrniTw,4927,26,4927,3680,73,554,1885,1757,4312,475,4474,119613,782,86387,14601,142006,2009/3/8 21:47,2021/3/31 0:00,,,,,,,,,
AvC5XQAElcGAAn_Wr5auEg,600,41,600,165,16,38,516,131,1642,24,252,4845,355,3310,1128,7557,2009/12/30 15:20,2021/3/31 0:00,,,,,,,,,
gwIqbXEXijQNgdESVc07hg,182,4,182,55,6,10,167,69,523,4,95,1121,69,602,1163,2023,2010/11/17 23:13,2021/3/31 0:00,,,,,,,,,
kroQYWSj-BhIEXT4VwLRHA,2832,34,2832,1660,2,255,1320,2651,1765,41,842,18209,282,13388,2360,19975,2008/9/9 23:31,2021/3/31 0:00,,,,,,,,,
#NAME?,227,4,227,91,0,8,166,249,960,4,121,6165,655,2620,1425,9742,2012/10/8 1:25,2021/3/31 0:00,,,,,,,,,
Y0DSxhhChQwzoQsLeDuvRw,166,3,166,45,7,51,70,22,192,17,94,1670,125,1158,1281,2700,2009/3/17 23:49,2021/3/31 0:00,,,,,,,,,
WC1m2B-bXg1g57AyvzAL-Q,21,0,21,3,0,4,21,10,19,0,29,917,48,410,1481,1751,2010/6/6 11:57,2021/3/31 0:00,,,,,,,,,
UQFE3BT1rsIYrcDvu_XVow,117,7,117,53,6,13,43,18,100,7,43,1333,122,1253,1534,2299,2005/7/22 23:17,2021/3/31 0:00,,,,,,,,,
QxirJzUqvYJ7l0pMQu4vXw,58,3,58,30,2,3,34,10,52,3,53,726,86,602,1100,1612,2010/1/4 4:06,2021/3/31 0:00,,,,,,,,,
HXOfPXPMvdXNpQ_l0RRjKw,743,22,743,241,25,52,521,167,3332,23,256,8453,672,5184,2346,13301,2010/8/16 1:18,2021/3/31 0:00,,,,,,,,,
Rvn-Ymc8_9z4vbcm2ZwenQ,64,2,64,82,10,12,36,31,79,5,30,1025,112,364,1782,1535,2010/9/10 4:40,2021/3/31 0:00,,,,,,,,,
k0m5nvgAIIA24t_iPZOAsw,127,1,127,72,7,10,170,5,189,7,81,1214,82,812,1772,2784,2008/10/29 11:57,2021/3/31 0:00,,,,,,,,,
z5X3bE4tFRkJhkd7mvxvzA,1009,30,1009,553,43,123,437,40,1157,92,600,9054,167,6610,1568,11720,2006/12/3 18:00,2021/3/31 0:00,,,,,,,,,
vc4mkEa6Ug5cQudS0EfytQ,523,17,523,374,10,35,170,71,343,55,287,5725,199,3970,1063,6793,2009/10/18 21:29,2021/3/31 0:00,,,,,,,,,
AkIZlaQe7GUXttx_epYcfg,1249,8,1249,511,15,42,575,132,1134,32,179,4573,160,3447,1293,5261,2007/1/17 20:10,2021/3/31 0:00,,,,,,,,,
xeK8j2kcxC9xL6eFQV5WWw,894,134,894,865,31,78,218,47,1034,57,286,3282,75,3061,1075,3958,2007/4/10 4:15,2021/3/31 0:00,,,,,,,,,
MGrNMMePj0kw-6LIL1SflQ,125,20,125,85,2,23,115,67,173,10,95,3232,268,2895,1351,4479,2009/11/25 23:48,2021/3/31 0:00,,,,,,,,,
GVWRzFkfbDYrbKjggZowyA,86,1,86,43,1,9,57,22,219,13,32,788,89,351,1130,1656,2009/8/22 2:51,2021/3/31 0:00,,,,,,,,,
9uf4g85B_gz2W4d_GZI-Wg,82,3,82,36,1,11,40,0,49,9,43,700,63,881,1096,1378,2007/8/7 23:56,2021/3/31 0:00,,,,,,,,,
5Mk754BCQFmpKwlfqSmqzQ,261,6,261,87,3,3,123,74,237,6,146,1793,92,934,1218,3198,2011/3/18 14:22,2021/3/31 0:00,,,,,,,,,
2ky6A9YKsyLs2saA3gjTIA,606,16,606,345,9,31,201,258,470,30,251,6489,354,3702,1396,8272,2009/7/14 1:53,2021/3/31 0:00,,,,,,,,,
Wxd-EKF2Z4RHZUmwQ6Eeew,180,4,180,127,15,26,77,60,153,12,92,2132,126,1856,1369,4260,2008/2/15 16:05,2021/3/31 0:00,,,,,,,,,
EbbOIQ5oAamS9D_B_7cC7w,114,2,114,85,4,28,57,20,135,14,93,1268,110,972,1303,2179,2008/11/26 15:31,2021/3/31 0:00,,,,,,,,,
jT1japLeFEucHwEaEmFf5g,128,2,128,43,6,13,158,33,147,5,83,1429,135,1220,2143,3176,2007/8/16 20:11,2021/3/31 0:00,,,,,,,,,
yeGIAyHixJrIe-zmXiePWQ,109,0,109,31,0,19,74,4,68,6,41,1583,97,1222,1169,2548,2006/9/30 23:15,2021/3/31 0:00,,,,,,,,,
FZQXGfmkMASFWq3JnuQZqg,549,7,549,318,18,24,205,10,505,33,80,3244,102,1050,1232,3602,2006/1/19 20:37,2021/3/31 0:00,,,,,,,,,
0G-bcpdR48tfZy6koGUiTQ,695,20,695,372,28,49,361,87,608,42,244,5798,310,3978,2071,8838,2008/9/13 21:28,2021/3/31 0:00,,,,,,,,,
vjwLL41-EOQQkLSonUMdGw,279,6,279,147,16,23,117,44,185,13,101,2176,152,1463,1298,3142,2007/6/28 4:01,2021/3/31 0:00,,,,,,,,,
s16-BUo-orUsELvMu5ocKg,109,10,109,87,19,27,50,5,84,13,128,2227,244,2138,1777,3897,2009/10/20 16:22,2021/3/31 0:00,,,,,,,,,
k8vhKPvVgKa4M7UkQYwg-w,22,0,22,5,13,11,57,2,51,3,22,930,77,1533,1202,2162,2006/1/30 16:16,2021/3/31 0:00,,,,,,,,,
ZYZNcugF3xUEGyLOVGiZ0Q,940,26,940,865,54,83,438,35,922,49,325,7524,371,4266,2911,10606,2007/1/4 14:48,2021/3/31 0:00,,,,,,,,,
Da_ZO8lKwIacljqKUJbAlw,228,39,228,175,22,26,78,19,123,10,42,1484,152,872,1513,1821,2005/9/22 20:21,2021/3/31 0:00,,,,,,,,,
hQYc90YPvI5WAhxUF4Bo5Q,303,18,303,273,33,64,185,26,297,16,139,2240,245,2100,1258,3421,2008/2/20 18:07,2021/3/31 0:00,,,,,,,,,
d_SCA4qvpcVXorlwe4ZdGw,120,9,120,60,3,7,103,21,145,6,57,1148,100,1434,1080,2632,2008/8/25 1:30,2021/3/31 0:00,,,,,,,,,
5p7fIgmWgP6yWdqJbSrlig,84,12,84,78,1,10,40,17,63,5,29,812,102,396,1184,1583,2007/1/26 4:58,2021/3/31 0:00,,,,,,,,,
hzmTQMkTGTUQ-aRdKAcUzA,933,50,933,624,86,107,380,91,1111,110,253,5485,180,4248,1855,7557,2008/11/18 1:03,2021/3/31 0:00,,,,,,,,,
#NAME?,1424,25,1424,942,221,107,602,56,1787,75,473,9242,245,6324,1431,11985,2008/7/21 1:10,2021/3/31 0:00,,,,,,,,,
8Zocr6jVED5JQEBvqwEBZw,363,1,363,141,6,25,197,36,339,20,245,5313,160,3196,1730,7886,2008/2/18 21:20,2021/3/31 0:00,,,,,,,,,
HFECrzYDpgbS5EmTBtj2zQ,3688,113,3688,2126,233,188,1042,343,6697,246,1194,31280,431,21627,5591,38421,2007/3/28 19:08,2021/3/31 0:00,,,,,,,,,
IwHLuykqqmGVNHJ_UCwXWg,1522,21,1522,731,11,123,1015,687,1874,80,879,18972,472,11803,4000,29333,2010/12/17 2:14,2021/3/31 0:00,,,,,,,,,
KzMgL2E49onbwB3g4prnVA,771,23,771,342,60,40,284,143,590,14,229,5145,213,3103,1161,6581,2008/10/7 3:53,2021/3/31 0:00,,,,,,,,,
HGTdyEDygTqANThO64WDWQ,84,0,84,37,2,11,44,3,81,9,61,2500,86,941,2247,4049,2008/4/21 17:23,2021/3/31 0:00,,,,,,,,,
Xxvz5g67eaCr3emnkY5M6w,105,7,105,109,4,15,64,9,96,12,43,1745,82,1476,2359,4305,2007/12/25 23:12,2021/3/31 0:00,,,,,,,,,
v_7lmS6pGGkq6n0X9EljIQ,227,1,227,152,7,23,137,112,147,10,193,3498,208,2801,1060,5736,2009/10/15 15:57,2021/3/31 0:00,,,,,,,,,
jC-LuL1IEU8TJp342DmWKw,43,3,43,24,1,6,25,4,47,2,23,1024,70,878,1086,2146,2007/7/12 2:26,2021/3/31 0:00,,,,,,,,,
zWGj3oOA_X8QPho_l5BRKg,353,4,353,160,0,6,138,68,168,3,95,2774,72,1768,1078,3930,2007/11/10 1:05,2021/3/31 0:00,,,,,,,,,
mDBAmEsyxuVTTT70dK-dqA,282,29,282,286,12,48,105,96,244,36,127,2176,248,1960,1822,4150,2008/1/17 15:51,2021/3/31 0:00,,,,,,,,,
xRBnIhqYTJZcEA4-wuZ4uA,69,3,69,76,0,6,41,5,98,4,29,680,64,833,1020,1784,2007/6/8 17:21,2021/3/31 0:00,,,,,,,,,
#NAME?,288,1,288,121,44,24,143,58,288,8,45,3725,98,2517,1108,4739,2009/3/22 18:12,2021/3/31 0:00,,,,,,,,,
nl8gWLDo6U6MjqzbBmE_9A,113,2,113,55,10,12,47,62,210,1,59,1477,195,1018,1871,3624,2008/8/4 15:36,2021/3/31 0:00,,,,,,,,,
5-dGV2Ci9S-gSUc__GIyvQ,284,25,284,440,0,19,107,128,186,33,140,2962,90,2635,1011,4063,2007/4/8 2:01,2021/3/31 0:00,,,,,,,,,
7fZu8ud7JXFthU0jPxVf4g,48,3,48,15,2,9,13,3,62,7,41,1305,56,922,1345,2020,2009/7/19 23:43,2021/3/31 0:00,,,,,,,,,
I1dKh4olStlU7i-hEi4_TQ,15,5,15,15,0,0,7,2,7,1,9,241,19,249,1412,650,2008/8/26 18:10,2021/3/31 0:00,,,,,,,,,
kSfpauSTMuRkxKdMLIg5Ag,10,1,10,7,0,4,17,1,19,2,12,256,28,307,1029,612,2010/3/6 10:44,2021/3/31 0:00,,,,,,,,,
wd3xoNaDLib8dhQ7BxUl6g,373,5,373,99,2,47,490,56,2139,10,84,3219,314,2026,1186,5797,2009/9/20 3:09,2021/3/31 0:00,,,,,,,,,
WecuAsHBDZGj7Z6_sJcQAw,324,6,324,160,3,35,77,9,186,11,167,4446,262,3472,3477,6059,2006/10/18 23:42,2021/3/31 0:00,,,,,,,,,
sE1T1wT2alHRdy5iRezN0Q,23,2,23,13,7,4,11,11,21,2,21,477,66,394,1086,1381,2010/1/6 1:10,2021/3/31 0:00,,,,,,,,,
zh7sSdnM3CefK8RBRWahZQ,462,15,462,139,5,29,157,136,538,13,89,2890,170,2057,1099,3809,2008/5/26 16:47,2021/3/31 0:00,,,,,,,,,
x0i6NgHySrXWgb17gVMTuQ,58,1,58,25,2,3,20,8,45,4,41,744,87,526,1445,1454,2007/7/7 23:52,2021/3/31 0:00,,,,,,,,,
A_OETe5Xr26FTNRPkRQ4zw,612,39,612,483,19,56,357,72,464,38,240,3835,188,2119,1668,5327,2007/8/3 15:39,2021/3/31 0:00,,,,,,,,,
nMufnLSs_wV_hl_PgNd_Og,6,0,6,2,2,1,7,0,7,0,5,52,13,52,1416,201,2009/5/24 7:32,2021/3/31 0:00,,,,,,,,,
fa3P8dibTRU8QG-XwVMigw,43,5,43,18,9,12,24,12,59,9,31,768,88,488,1384,1621,2006/1/26 7:08,2021/3/31 0:00,,,,,,,,,
Sd357RRT7uLQ3v52aQaLqw,25,2,25,8,1,16,20,0,63,6,14,1341,71,533,1498,2124,2009/8/5 11:03,2021/3/31 0:00,,,,,,,,,
uZLORfX8rLDLrfOXN4vvFQ,75,1,75,45,1,4,34,41,122,0,43,875,53,431,1488,2831,2010/9/19 21:39,2021/3/31 0:00,,,,,,,,,
QuZbJquRtbY9O9JrB9NpxQ,963,25,963,680,41,50,396,66,1646,50,259,7724,172,7754,1720,10452,2007/7/7 11:46,2021/3/31 0:00,,,,,,,,,
6ivd2u_gj1f42Ep5WKue4Q,55,2,55,51,4,8,24,9,34,2,22,736,44,674,1119,1439,2007/8/6 21:55,2021/3/31 0:00,,,,,,,,,
Txa_sNMUSHfNzHwaV034fQ,167,9,167,83,6,13,61,117,155,9,97,3767,155,1373,1836,6097,2010/1/19 19:28,2021/3/31 0:00,,,,,,,,,
RdGgH2C655oklnPT3oZJ0A,40,8,40,22,2,10,29,7,44,4,21,394,50,275,1373,1180,2006/11/23 0:35,2021/3/31 0:00,,,,,,,,,
LyrAjv8V6HWkceuTB4Xtkw,308,4,308,148,26,29,92,13,226,14,140,2216,115,1213,1264,3262,2008/8/18 8:13,2021/3/31 0:00,,,,,,,,,
mGx4_NFJsOGiowPRb2hnBg,21,0,21,10,0,7,31,1,40,2,14,392,45,356,1158,1420,2008/10/22 18:29,2021/3/31 0:00,,,,,,,,,
3EAHMMsNnN4rrQVPPuzdnw,97,0,97,22,0,19,30,4,19,6,16,509,26,461,1388,1085,2008/9/28 2:32,2021/3/31 0:00,,,,,,,,,
2iS1vg5TYpV_iEiNC8osTg,62,0,62,37,1,5,51,9,122,3,47,1203,65,466,1560,2353,2009/4/13 15:21,2021/3/31 0:00,,,,,,,,,
lmL1P6wJi0Z8Jg8DTPqawQ,191,1,191,63,1,23,104,13,194,13,78,3642,114,3422,1992,7152,2009/1/25 2:36,2021/3/31 0:00,,,,,,,,,
LV0tWvAuDUkjNhfrhj5JFQ,177,2,177,57,3,12,93,23,85,2,45,1222,78,846,1077,2616,2008/11/12 19:07,2021/3/31 0:00,,,,,,,,,
ke0wwp9Dx5CVUWP18keLag,17,1,17,4,0,3,11,6,19,2,10,349,28,242,1316,870,2010/7/1 20:20,2021/3/31 0:00,,,,,,,,,
zyLIp7DRFqeIE1Grrh3Zng,542,19,542,465,72,37,142,41,232,12,131,2750,142,1113,1061,3728,2006/8/8 2:16,2021/3/31 0:00,,,,,,,,,
CUU_SVpheVGIilr5kUaJ1Q,192,6,192,138,4,11,63,35,147,6,92,3565,117,1648,1568,5091,2009/4/14 17:28,2021/3/31 0:00,,,,,,,,,
F1iqe4P-wgJ2zBHgZqtXUA,54,8,54,19,5,11,36,52,65,5,50,933,192,699,1217,2117,2009/1/12 4:21,2021/3/31 0:00,,,,,,,,,
MbC0xPzIdGkFMCpPb8yWDA,79,2,79,73,18,17,78,17,120,8,39,1300,122,666,1080,2012,2007/11/30 7:50,2021/3/31 0:00,,,,,,,,,
ysCBsXWPB-LAiewVS3jZfQ,6304,135,6304,3125,224,370,3546,647,14702,370,1376,19762,1850,12245,4004,27187,2006/11/8 7:31,2021/3/31 0:00,,,,,,,,,
ez24d08Qyqb7mCKEuTaifQ,814,14,814,531,38,69,312,122,665,54,476,10509,570,11456,1575,12546,2009/4/12 1:51,2021/3/31 0:00,,,,,,,,,
1P9BpFZ_d3PGCdytDTYJCw,114,2,114,42,3,25,69,3,159,7,104,2238,178,1557,2572,4668,2008/8/13 2:56,2021/3/31 0:00,,,,,,,,,
CfX4sTIFFNaRchNswqhVfg,203,1,203,55,0,32,164,51,92,3,76,1972,110,1082,1346,3912,2010/12/15 2:17,2021/3/31 0:00,,,,,,,,,
JADdo9NEeO5Az9aOYbyvZA,1287,198,1287,1740,32,107,547,1190,939,77,444,16465,1564,9975,2531,19787,2008/3/28 4:19,2021/3/31 0:00,,,,,,,,,
jAiGoRmj3eAkeH_3KfudXg,826,105,826,613,73,46,246,77,1147,95,283,4097,104,3209,1251,5413,2008/5/8 0:41,2021/3/31 0:00,,,,,,,,,
tqIJV0lrKZbN37mHUNflEw,59,2,59,32,17,8,22,0,57,5,22,848,77,1668,1036,2225,2008/3/11 17:09,2021/3/31 0:00,,,,,,,,,
F262q88zc7zsdEeNCzcA0A,74,13,74,71,0,7,27,24,52,4,55,1420,113,1061,1393,2168,2008/1/29 23:44,2021/3/31 0:00,,,,,,,,,
AEowRtLGb_AdqFAZ8e6C9A,37,0,37,7,0,8,28,8,34,2,16,794,53,474,1416,2164,2010/4/20 6:25,2021/3/31 0:00,,,,,,,,,
h3CUVrO5yzV9mWkzye8ajQ,70,4,70,49,1,6,20,35,37,8,25,1382,72,988,1053,1823,2008/11/3 6:37,2021/3/31 0:00,,,,,,,,,
3G9Jkn7hKc8fmbdK8_lC8g,142,18,142,180,2,8,46,25,107,6,51,1042,78,982,1058,1455,2008/6/18 20:49,2021/3/31 0:00,,,,,,,,,
ggl6fl-PM5O1WrdReL0l4A,145,1,145,51,1,12,49,32,122,9,55,1658,120,1329,1434,3376,2008/1/28 7:34,2021/3/31 0:00,,,,,,,,,
oAf9OkoaeE252ijLydHUqA,619,15,619,360,19,36,292,153,914,16,303,3548,296,1334,1006,5068,2008/6/27 0:49,2021/3/31 0:00,,,,,,,,,
_72QdatN4fPKO5QSNGFYRA,16,0,16,10,0,1,9,0,4,4,6,296,22,309,1025,836,2011/4/13 3:06,2021/3/31 0:00,,,,,,,,,
ixxfMzn3-vBRgG10ofwLgw,58,3,58,40,0,7,33,3,61,1,27,898,46,971,1052,1958,2005/3/7 0:35,2021/3/31 0:00,,,,,,,,,
lIMA29eEeNsYWF5VaflG_g,145,10,145,57,2,11,86,30,168,5,71,1538,107,1380,1092,3253,2009/6/2 0:45,2021/3/31 0:00,,,,,,,,,
RlXfOTtpgTfcisRmukrGbw,495,10,495,362,7,28,268,37,445,25,152,2882,126,2196,1730,4718,2006/12/15 21:27,2021/3/31 0:00,,,,,,,,,
mJCK1qpsCkKePozYIrIT-g,2055,125,2055,1338,137,130,573,714,1689,239,878,9612,218,7926,1049,12430,2009/1/5 14:42,2021/3/31 0:00,,,,,,,,,
1pzP58PeWictHQzctMU0nQ,335,31,335,235,21,28,119,151,401,30,95,5147,241,2907,1295,6746,2009/4/4 21:48,2021/3/31 0:00,,,,,,,,,
To0GTLW5MGZwOg5TxxZIQA,802,49,802,718,42,43,363,149,800,41,299,6787,281,4845,1587,9499,2008/2/7 4:28,2021/3/31 0:00,,,,,,,,,
S90dZGaWl8-Cy_DKisbK-A,51,2,51,27,0,11,65,1,122,11,70,3373,47,3911,1085,2819,2011/7/27 13:35,2021/3/31 0:00,,,,,,,,,
nXMMoDzXRByQiWH9cf-FAQ,632,15,632,469,34,37,474,258,1018,81,173,4275,121,2706,1109,5004,2008/7/3 15:27,2021/3/31 0:00,,,,,,,,,
1yXVKvK7uYjAZnonIl3jNg,44,1,44,17,2,8,29,21,40,3,53,2024,126,1129,1734,4043,2010/6/19 22:53,2021/3/31 0:00,,,,,,,,,
bQCHF5rn5lMI9c5kEwCaNA,487,0,487,251,0,16,97,298,459,5,173,25324,299,15441,6400,30710,2012/3/18 10:04,2021/3/31 0:00,,,,,,,,,
bs_FiiqQNyUg6Fh_WqyLyQ,74,3,74,40,1,11,46,8,77,6,36,1255,74,884,1481,2099,2006/11/19 14:09,2021/3/31 0:00,,,,,,,,,
m3FleKsUG-1UNqJsJZid9A,277,23,277,206,21,26,103,61,147,43,96,2467,245,1753,1267,3295,2007/1/9 20:15,2021/3/31 0:00,,,,,,,,,
zHWQe2LR1EgRSqvgO-A1ow,1816,18,1816,570,26,69,1072,645,2410,40,497,10863,382,6634,1699,12817,2009/4/4 18:21,2021/3/31 0:00,,,,,,,,,
9EeEpkZg5jV18N_KvrcT6g,470,3,470,172,17,39,187,68,692,15,104,1815,134,1303,1494,3075,2009/6/8 19:51,2021/3/31 0:00,,,,,,,,,
9zK9ZYmGa0ciHf2NlucboQ,50,3,50,29,0,12,53,23,52,7,15,628,57,1030,1481,1634,2006/7/29 5:22,2021/3/31 0:00,,,,,,,,,
dsX3MiQiTy3OVI8MKn0I4w,416,11,416,305,0,25,196,214,222,6,281,9327,294,5357,1986,13173,2011/5/29 4:21,2021/3/31 0:00,,,,,,,,,
b_Z2vamgc15EzlHeW9t6yA,117,2,117,78,3,15,69,4,219,13,58,2169,140,935,2034,3977,2007/1/3 6:40,2021/3/31 0:00,,,,,,,,,
C0tn9ThfsBsWZ44N6dCTXQ,713,3,713,351,5,10,99,307,226,8,92,5441,102,2593,1071,6834,2006/8/21 9:19,2021/3/31 0:00,,,,,,,,,
hlPOotTeYCyd5TQAKpv5LQ,89,6,89,56,2,9,49,8,91,4,47,837,93,656,1114,2200,2009/2/6 16:25,2021/3/31 0:00,,,,,,,,,
ms7gg62p6gEfc6-YHNaebQ,107,15,107,75,3,13,74,27,95,5,79,1313,164,828,1105,2993,2009/10/18 17:10,2021/3/31 0:00,,,,,,,,,
488KrW58ryVduy0Me8DRxg,53,1,53,22,0,10,55,3,50,3,23,740,37,403,1153,1964,2010/1/17 18:43,2021/3/31 0:00,,,,,,,,,
zUKeZNu4tCG56xjwWH54Vw,1757,14,1757,1057,38,77,1025,1780,1775,27,764,21786,648,16211,2665,26927,2008/12/5 15:54,2021/3/31 0:00,,,,,,,,,
nV340H_xSy7m7icIS6776A,42,3,42,8,0,9,13,2,44,3,13,539,57,457,1088,1264,2008/10/27 18:10,2021/3/31 0:00,,,,,,,,,
JzP5uJjhZb0Vj8J_bn3mOg,291,5,291,112,0,26,231,222,357,13,156,4824,206,2078,1563,7435,2009/5/23 22:26,2021/3/31 0:00,,,,,,,,,
sVy5pmUN2J0sE2AzmgoBvw,72,1,72,29,0,8,32,5,48,1,21,600,59,389,1134,1462,2007/5/6 6:37,2021/3/31 0:00,,,,,,,,,
