,user_id,compliment_cool,compliment_cute,compliment_funny,compliment_hot,compliment_list,compliment_more,compliment_note,compliment_photos,compliment_plain,compliment_profile,compliment_writer,cool,fans,funny,review_count,useful,yelping_since,now_date,acceptance,activation,frequency,subscribe,registeration,W1,W2,Wi,Wj
375,PZFrRD8EHsd3WLzDOYv64A,258,12,258,139,5,14,107,156,500,4,46,3673,142,2261,1192,4742,2007/9/11 15:13,2021/3/31 0:00,3.978187919463087,87.96641881879653,0.14040839265642563,5409.0,13.550625522853448,0.12201866564321444,0.07571088681634071,0.16182329109521082,0.03590823867964206
376,5gbkhlWANGVzQYi_0m3vOQ,582,39,582,540,8,29,126,202,210,42,564,6520,282,5392,2651,9412,2008/3/6 20:02,2021/3/31 0:00,3.5503583553376084,202.90113473414553,0.1371224910898518,10803.0,13.065476462088373,0.13900611484825187,0.09436007442286037,0.1773825789393443,0.0559859440169975
377,0sl4I8R7znWXp_K4A0nZ_w,236,0,236,50,2,9,89,60,111,14,98,3224,146,3297,1069,5272,2011/7/1 22:10,2021/3/31 0:00,4.931711880261927,109.67524495221895,0.07674043924361909,5969.5,9.746957943569853,0.0877058095107314,0.058147520905726835,0.1131132288419702,0.03274156012237765
378,9IF2ZMnkrZlvxCHcO0h1EQ,149,7,149,70,11,7,27,10,63,8,44,1195,77,584,1119,1888,2007/9/30 23:17,2021/3/31 0:00,1.6872207327971402,82.90309825991307,0.14862285246795745,1872.0,13.49768613582782,0.11538513998734055,0.06817152899319975,0.1559682984177969,0.02759020614778906
379,Y8UTUzqG-JJGKGC0Fv643w,392,0,392,219,5,36,138,41,400,8,146,1372,111,992,1179,2632,2010/4/29 17:59,2021/3/31 0:00,2.2324003392705682,107.97459412465192,0.35568454763811047,2553.5,10.919235303064871,0.11361379400394793,0.07480537944089626,0.14697232908745378,0.041448728567966976
380,sOzeK0dE0BYx4Mc8dmoenQ,6726,365,6726,5980,102,566,2421,2251,5454,513,1667,18849,571,12604,2561,20362,2008/3/27 13:50,2021/3/31 0:00,7.950800468566966,196.86841809106917,0.6324616423815498,26193.0,13.008688873678608,0.1955610257513368,0.14979649299995018,0.23489944470266122,0.11046152765834934
381,nK6zJZUDvDlLdbgL_EdI_Q,12,0,12,3,0,2,5,8,30,1,29,544,53,291,1010,1150,2010/5/11 5:19,2021/3/31 0:00,1.1386138613861385,92.76415635841475,0.05138539042821159,1019.0,10.887826070423607,0.08425502858367663,0.048798245971348665,0.11473240711633736,0.018322197984738938
382,s4NgvdIfBH3UQdccWCyARg,722,41,722,372,41,46,448,114,1163,31,251,3432,186,2199,1215,4667,2008/4/9 2:58,2021/3/31 0:00,3.8411522633744855,93.6464076253425,0.38366673140415614,5242.0,12.974336451441173,0.13695544431210865,0.09023882720879538,0.17711163213596015,0.05008491135037875
383,0qQI-n_ZfrwBewAgr1Nt8g,588,12,588,244,6,136,137,40,991,21,472,4512,143,4078,1303,5870,2008/5/23 5:15,2021/3/31 0:00,4.504988488104375,101.37229503504557,0.22372060857538037,7301.5,12.85361054072553,0.12606884004717864,0.08196391503903439,0.16398006421936956,0.04405477121519783
384,fQcfRZkcOO-MXFYD5umf2w,67,2,67,34,3,20,40,16,67,8,36,878,86,710,1588,1933,2008/3/4 4:19,2021/3/31 0:00,1.2172544080604535,121.47410439107581,0.10224368077250781,1803.5,13.072745075671154,0.11307035140161058,0.06754089769149008,0.15220588551230838,0.028407169711344507
385,ypm9IB9iZkwY71FKkYeLkg,878,38,878,492,43,64,239,64,405,33,268,4709,219,3295,1941,7162,2007/4/12 22:20,2021/3/31 0:00,3.689850592478104,138.98070938283638,0.2243175524198866,7692.5,13.965966993687733,0.14188084661847425,0.09264810329989226,0.18419979574979486,0.05033149948152397
386,ZsFF2j_Bkruztr801LWarw,31,0,31,7,1,6,29,3,45,4,16,350,68,176,1063,742,2007/7/18 18:03,2021/3/31 0:00,0.6980244590780809,77.58623402867315,0.13643533123028392,668.0,13.700884097650011,0.11334669430572183,0.06513453963045578,0.15478812095463496,0.023694897811730314
387,POAKZScwldLTMCtvezW5mA,221,7,221,106,2,19,130,36,188,9,130,2136,197,1412,2084,4786,2011/11/20 1:05,2021/3/31 0:00,2.296545105566219,222.63558043952273,0.12826973842092632,4265.5,9.36058825766218,0.10102098433789156,0.07021050315545584,0.12750484689099584,0.04372835293434983
388,dCnxB2z1p8EqfM8jkaa-vw,42,1,42,20,2,3,42,6,54,2,16,1125,79,744,1636,2590,2008/7/25 16:03,2021/3/31 0:00,1.5831295843520783,129.02316153697709,0.051581071989235255,2269.0,12.679893908281999,0.10735733630024194,0.06407376714905257,0.14456238483999556,0.026870432937476704
389,1vB6Olfkba7Sb-Y6TfiB0Q,478,17,478,256,16,34,341,50,661,30,79,2207,101,1545,1446,3737,2008/6/22 21:38,2021/3/31 0:00,2.5843706777316737,113.23763582995522,0.32581118974495926,3795.0,12.769606053692296,0.12974556247295907,0.08360454172832388,0.16940692989132566,0.043945307832334524
390,JUlMVyJQ6ijHCdMjs8bGhw,58,1,58,40,1,18,46,1,51,8,47,716,64,550,1019,1939,2008/3/27 20:25,2021/3/31 0:00,1.9028459273797842,78.33678254749765,0.10265210608424337,1634.5,13.007937865997414,0.10668477023650447,0.06209728773140372,0.14501057821456384,0.023773167590802405
391,3DqeuxNWduWVSSD44d2zPQ,348,0,348,74,0,8,89,68,366,4,88,2219,106,1567,1082,3710,2010/11/20 0:01,2021/3/31 0:00,3.4288354898336415,104.43989760245947,0.1858324439701174,3801.0,10.360025477222603,0.09709207197327989,0.0630498995199161,0.12635366434107542,0.033789908587849846
392,OV6JZ1M5ov65F8PWQzhG-Q,544,4,544,155,1,20,130,182,647,11,55,7290,181,4029,1484,8401,2011/8/22 14:58,2021/3/31 0:00,5.6610512129380055,154.4962512336547,0.11627789046653143,9950.5,9.605411057875124,0.09996795155861114,0.0707900497225949,0.12504853572910613,0.04571117314918868
393,EDBTE8HMO-iN5hAi9B382A,1247,179,1247,962,14,66,457,396,1077,55,331,11930,489,8181,2126,14654,2009/7/2 15:46,2021/3/31 0:00,6.892756349952963,181.03506526349057,0.1734790737811017,17627.0,11.74358126093239,0.13828541547032397,0.10145174074942187,0.16994682866192776,0.06979272495335422
394,UFcsAMlBDCOXz2iGvU7j9A,18,2,18,8,1,5,11,1,28,3,19,422,59,288,1066,1156,2009/4/13 2:21,2021/3/31 0:00,1.0844277673545966,89.09959366938523,0.06109324758842444,962.5,11.964139858544376,0.09411887250348121,0.05404105059454139,0.1285683194930224,0.019593085219047325
395,Ult681KMSYmgJZBGYlhFwg,2734,40,2734,918,72,71,527,398,2794,64,770,11134,335,6194,1118,13322,2009/2/18 20:25,2021/3/31 0:00,11.915921288014312,92.32098484378668,0.3628711256117455,15492.5,12.109922807818085,0.14620213708620078,0.10668733862202669,0.18016816353470147,0.07272384109357227
396,0Igx-a1wAstiBDerGxXk2A,940,21,940,459,21,68,526,165,1433,35,442,8506,198,5380,2658,13384,2009/1/14 18:31,2021/3/31 0:00,5.035364936042137,217.7623928537883,0.18518518518518517,13734.0,12.205964331888357,0.13971218933429885,0.0984134916931341,0.1752114842377009,0.06291657807035515
397,AJcMGNI_3CFHfhOZfUEfBw,27,14,27,24,2,9,38,18,29,7,16,436,84,374,1262,946,2009/7/15 2:26,2021/3/31 0:00,0.7496038034865293,107.77564350075845,0.12015945330296128,920.0,11.709510228914745,0.09905763145277431,0.05909653474444811,0.13340679780851103,0.02474894994618895
398,JI2HPIivGVUFVdTo3uXoYg,448,71,448,323,36,33,145,62,508,21,93,4087,155,1917,1301,5837,2007/8/27 19:37,2021/3/31 0:00,4.486548808608762,95.72376452820434,0.18478169073557976,5998.0,13.591191345349456,0.12816641044111363,0.08124801197663488,0.168495949599175,0.04092056698373936
399,xzWwfb0iVk4w8u1laXmuSg,6322,125,6322,4011,31,401,2119,1895,6019,473,1500,35105,437,27845,1830,39740,2010/7/4 3:48,2021/3/31 0:00,21.715846994535518,170.38860010069232,0.28452624403544646,51563.5,10.740155144877937,0.17573130082436134,0.1501566100024746,0.19771553731493477,0.12817563242359853
400,oCYxjlqjpnW5WJAo6HNR0A,114,6,114,78,8,16,68,21,71,6,105,3017,218,1336,1564,4292,2007/7/9 20:30,2021/3/31 0:00,2.7442455242966752,113.95060486803446,0.07021399652978601,4431.5,13.72524526579968,0.12082253913083538,0.07406426724086587,0.16101436959467233,0.03387438566458151
401,WWWujmZ95y0a2RR5_kQ9sw,360,2,360,157,5,30,132,36,295,33,193,17723,227,11961,3047,22521,2009/9/3 2:52,2021/3/31 0:00,7.39120446340663,263.2950553895472,0.030705871085145102,26216.0,11.572568256141151,0.13988334898160393,0.10514998310587755,0.1697394779150509,0.07529630453025504
402,0-9YVzOkL51P7rtlaLBp9g,100,6,100,29,1,12,36,7,73,8,36,1226,109,828,1013,2378,2009/8/21 22:36,2021/3/31 0:00,2.347482724580454,87.28312302063941,0.09205776173285199,2270.5,11.60590919461556,0.0961898250123373,0.05782678272351531,0.12916537040593185,0.02485277751139996
403,tCqYnhAdQhPO3JAAnc09ig,1026,64,1026,770,14,50,575,55,1500,35,162,2491,137,2988,1031,3665,2007/7/27 20:10,2021/3/31 0:00,3.5548011639185257,75.38752931657451,0.5770997375328084,4640.5,13.67600197733668,0.1541998510635077,0.10226035433182169,0.19884548721083228,0.057617282812197315
404,_BHTC7nyCBoZcfiiD5cOXg,176,7,176,104,9,39,148,35,263,13,103,8357,241,4902,2098,9102,2005/6/19 13:08,2021/3/31 0:00,4.338417540514776,132.95753943792374,0.047985331604132195,11301.0,15.779473724237585,0.14696511790191827,0.09303914572366294,0.19331813753751306,0.046688526154705055
405,6jz_Yr6_AP2WWLbj9gGDpA,1197,12,1197,507,14,80,369,607,872,171,474,5230,134,4897,1301,6965,2006/12/20 21:26,2021/3/31 0:00,5.353574173712529,91.13550125900434,0.3217879709805757,8613.0,14.275446802038179,0.1467400437013818,0.0959458275817638,0.19040119033115072,0.05228710783497652
406,Dfu-NuG1YWB96jjBLIlsrA,610,16,610,469,1,20,110,160,222,5,175,7081,124,4593,1951,8538,2010/9/22 0:41,2021/3/31 0:00,4.376217324449001,185.43014041326165,0.11864239065901444,10168.0,10.521482622252643,0.1105677637144126,0.07673158603747504,0.139652430014542,0.047648792749573274
407,zQTEbn5nWGPypxOf2uRPmg,264,8,264,89,0,15,122,217,582,7,67,6735,184,2106,1642,8771,2011/11/5 3:48,2021/3/31 0:00,5.341656516443361,174.6558397907106,0.09283443106972519,8898.0,9.40134610997034,0.09822523658715046,0.06962624210344481,0.1228082090916907,0.04504494813047679
408,lf1m4CbheuUR7fFZoLGRvA,273,26,273,198,15,35,113,20,175,21,138,3341,152,2066,1092,4571,2007/11/18 20:40,2021/3/31 0:00,4.185897435897436,81.71310201967893,0.1289837642814191,5065.0,13.363829949045554,0.11873335742126934,0.07343232139101985,0.15767261394598442,0.03449498654230965
409,WPl2gULxrrh_GoypMzHF-A,879,41,879,689,7,72,530,113,1208,42,174,3344,243,2721,1594,5805,2009/7/19 21:37,2021/3/31 0:00,3.6417816813048933,136.28159327730984,0.3903959561920809,6056.5,11.696370446421781,0.1332965643113112,0.09153538673237714,0.16919331523371456,0.055640884151967655
410,NvUeb5G_mSSxgKhEE_Hueg,1573,51,1573,1160,27,72,328,504,1384,49,408,9134,303,5417,1414,10178,2008/3/10 19:58,2021/3/31 0:00,7.198019801980198,108.31486935496132,0.28828500950301267,12516.0,13.05453266408092,0.14289621214892378,0.09882935582505703,0.18077488302562614,0.06095310222820723
411,hWDybu_KvYLSdEFzGrniTw,4927,26,4927,3680,73,554,1885,1757,4312,475,4474,119613,782,86387,14601,142006,2009/3/8 21:47,2021/3/31 0:00,9.725772207383056,1210.647771447597,0.0778434854571473,174394.0,12.060485588257663,0.38993186334129876,0.36866516717949205,0.40821534654354114,0.3503892700234153
412,AvC5XQAElcGAAn_Wr5auEg,600,41,600,165,16,38,516,131,1642,24,252,4845,355,3310,1128,7557,2009/12/30 15:20,2021/3/31 0:00,6.699468085106383,100.28378442336427,0.2561736252545825,8033.5,11.24807970187847,0.12031405241438699,0.08361473294509203,0.15185980212815675,0.05207102253956895
413,gwIqbXEXijQNgdESVc07hg,182,4,182,55,6,10,167,69,523,4,95,1121,69,602,1163,2023,2010/11/17 23:13,2021/3/31 0:00,1.7394668959587274,112.1981214944477,0.3462359850507208,1907.5,10.36559244048977,0.10689032842625074,0.07017799547430949,0.13844712951510071,0.0386229650864055
414,kroQYWSj-BhIEXT4VwLRHA,2832,34,2832,1660,2,255,1320,2651,1765,41,842,18209,282,13388,2360,19975,2008/9/9 23:31,2021/3/31 0:00,8.463983050847459,188.00135525879944,0.2760024819669588,25927.0,12.553100996273482,0.15877377483262153,0.11843928720355228,0.1934444829251792,0.08377135126933655
415,#NAME?,227,4,227,91,0,8,166,249,960,4,121,6165,655,2620,1425,9742,2012/10/8 1:25,2021/3/31 0:00,6.836491228070176,168.1173041314176,0.111027149565499,9591.0,8.476224427713134,0.09948545987417269,0.07630087407817474,0.11941454214525124,0.056373549688014515
416,Y0DSxhhChQwzoQsLeDuvRw,166,3,166,45,7,51,70,22,192,17,94,1670,125,1158,1281,2700,2009/3/17 23:49,2021/3/31 0:00,2.107728337236534,106.43413033701191,0.15068740955137483,2826.5,12.035612974370675,0.10767294860651282,0.06662448107943518,0.14295684022996175,0.03134233244771301
417,WC1m2B-bXg1g57AyvzAL-Q,21,0,21,3,0,4,21,10,19,0,29,917,48,410,1481,1751,2010/6/6 11:57,2021/3/31 0:00,1.1823092505064146,136.92822800477367,0.04158544509421702,1563.0,10.815885238421172,0.08960387587034228,0.05395111111542868,0.12024976245496616,0.02330666009503032
418,UQFE3BT1rsIYrcDvu_XVow,117,7,117,53,6,13,43,18,100,7,43,1333,122,1253,1534,2299,2005/7/22 23:17,2021/3/31 0:00,1.498696219035202,97.78195115572284,0.10726714431934493,2503.5,15.687966765533501,0.1347968514744569,0.07876331413606197,0.1829612867594566,0.030601014474074602
419,QxirJzUqvYJ7l0pMQu4vXw,58,3,58,30,2,3,34,10,52,3,53,726,86,602,1100,1612,2010/1/4 4:06,2021/3/31 0:00,1.4654545454545456,97.90246710643211,0.10408163265306122,1513.0,11.235671914214008,0.0934245771818184,0.05601703337456453,0.12557880540620772,0.023864299581225087
420,HXOfPXPMvdXNpQ_l0RRjKw,743,22,743,241,25,52,521,167,3332,23,256,8453,672,5184,2346,13301,2010/8/16 1:18,2021/3/31 0:00,5.669650468883206,220.84754190082123,0.227373969856708,13805.0,10.622712753821583,0.13689591513631427,0.1031666318736975,0.16588896465637057,0.07417598300311778
421,Rvn-Ymc8_9z4vbcm2ZwenQ,64,2,64,82,10,12,36,31,79,5,30,1025,112,364,1782,1535,2010/9/10 4:40,2021/3/31 0:00,0.8613916947250281,168.84781621785217,0.14192886456908343,1518.0,10.553882424518974,0.10019358527954754,0.0641021664614186,0.13121661863723602,0.03308077607767726
422,k0m5nvgAIIA24t_iPZOAsw,127,1,127,72,7,10,170,5,189,7,81,1214,82,812,1772,2784,2008/10/29 11:57,2021/3/31 0:00,1.5711060948081264,142.70151090402064,0.1654885654885655,2446.0,12.417527948893452,0.11599686406964513,0.07231912841527881,0.1535408010267261,0.03477707463695447
423,z5X3bE4tFRkJhkd7mvxvzA,1009,30,1009,553,43,123,437,40,1157,92,600,9054,167,6610,1568,11720,2006/12/3 18:00,2021/3/31 0:00,7.474489795918367,109.47899641577061,0.1859845165059889,13775.5,14.322381930184806,0.14567176995062892,0.09730150910694103,0.18724941848771606,0.05572629032694202
424,vc4mkEa6Ug5cQudS0EfytQ,523,17,523,374,10,35,170,71,343,55,287,5725,199,3970,1063,6793,2009/10/18 21:29,2021/3/31 0:00,6.390404515522107,92.86080184480744,0.146045608927705,8343.5,11.44724123507491,0.11001218384717432,0.07347057518992599,0.1414222717318074,0.042062322151231714
425,AkIZlaQe7GUXttx_epYcfg,1249,8,1249,511,15,42,575,132,1134,32,179,4573,160,3447,1293,5261,2007/1/17 20:10,2021/3/31 0:00,4.0688321732405255,91.06319035574117,0.38596491228070173,6720.5,14.198931477678912,0.14859277919948763,0.09694125451546891,0.1929908356757133,0.052545653404134036
426,xeK8j2kcxC9xL6eFQV5WWw,894,134,894,865,31,78,218,47,1034,57,286,3282,75,3061,1075,3958,2007/4/10 4:15,2021/3/31 0:00,3.681860465116279,76.9313035367688,0.44053975342199786,5188.0,13.973505589778691,0.14608288837568983,0.0943989246453536,0.1905088024225649,0.04997541544065714
427,MGrNMMePj0kw-6LIL1SflQ,125,20,125,85,2,23,115,67,173,10,95,3232,268,2895,1351,4479,2009/11/25 23:48,2021/3/31 0:00,3.315321983715766,119.1049378370387,0.07920045257401472,5437.0,11.342938626511522,0.10296506532395078,0.06652421855250937,0.1342884738282892,0.035202504957958805
428,GVWRzFkfbDYrbKjggZowyA,86,1,86,43,1,9,57,22,219,13,32,788,89,351,1130,1656,2009/8/22 2:51,2021/3/31 0:00,1.4654867256637167,97.36826196770669,0.2035778175313059,1442.0,11.605424366872006,0.10440575878960753,0.0642715353372616,0.13890378805241416,0.029775192864264156
429,9uf4g85B_gz2W4d_GZI-Wg,82,3,82,36,1,11,40,0,49,9,43,700,63,881,1096,1378,2007/8/7 23:56,2021/3/31 0:00,1.2572992700729928,80.3197786696436,0.12031091584994931,1511.0,13.645455928207468,0.11315928174880291,0.06553671385521632,0.15409393288429143,0.02460384969755362
430,5Mk754BCQFmpKwlfqSmqzQ,261,6,261,87,3,3,123,74,237,6,146,1793,92,934,1218,3198,2011/3/18 14:22,2021/3/31 0:00,2.625615763546798,121.3712913812304,0.20371308016877637,3008.5,10.035322077724542,0.09631771621983601,0.06289318791717813,0.1250484107634188,0.034164085498557956
431,2ky6A9YKsyLs2saA3gjTIA,606,16,606,345,9,31,201,258,470,30,251,6489,354,3702,1396,8272,2009/7/14 1:53,2021/3/31 0:00,5.925501432664756,119.19082589270134,0.15290039538536532,9408.5,11.71231082211575,0.11906695431827863,0.08149144197194337,0.15136581470889449,0.04919458718534647
432,Wxd-EKF2Z4RHZUmwQ6Eeew,180,4,180,127,15,26,77,60,153,12,92,2132,126,1856,1369,4260,2008/2/15 16:05,2021/3/31 0:00,3.1117604090577062,104.33907191106158,0.11226964112512124,4187.0,13.12068408243973,0.11625891304803826,0.07146334141512842,0.1547636777739726,0.03296045393051113
433,EbbOIQ5oAamS9D_B_7cC7w,114,2,114,85,4,28,57,20,135,14,93,1268,110,972,1303,2179,2008/11/26 15:31,2021/3/31 0:00,1.6722947045280123,105.58762540656943,0.15071283095723015,2264.5,12.34046125180622,0.10916712780925648,0.06664100385443676,0.14572113972429476,0.030088750038296124
434,jT1japLeFEucHwEaEmFf5g,128,2,128,43,6,13,158,33,147,5,83,1429,135,1220,2143,3176,2007/8/16 20:11,2021/3/31 0:00,1.4820345310312646,157.32778502753052,0.128068669527897,2980.0,13.62124306030877,0.12700323595937077,0.07866262381977297,0.16855521355122743,0.03711270290708089
435,yeGIAyHixJrIe-zmXiePWQ,109,0,109,31,0,19,74,4,68,6,41,1583,97,1222,1169,2548,2006/9/30 23:15,2021/3/31 0:00,2.179640718562874,80.63734279188627,0.08611993274799178,2725.0,14.497005475701574,0.12060834966344922,0.07019536558356455,0.16394155064594682,0.026864072657299985
436,FZQXGfmkMASFWq3JnuQZqg,549,7,549,318,18,24,205,10,505,33,80,3244,102,1050,1232,3602,2006/1/19 20:37,2021/3/31 0:00,2.9237012987012987,81.0914702388245,0.29103343465045595,3999.0,15.192719978705606,0.14467838668179003,0.08925889069850454,0.1923151274508049,0.041624489325657446
437,0G-bcpdR48tfZy6koGUiTQ,695,20,695,372,28,49,361,87,608,42,244,5798,310,3978,2071,8838,2008/9/13 21:28,2021/3/31 0:00,4.267503621438919,165.12013111827687,0.17196733641345224,9462.0,12.54238345121302,0.13198923299567222,0.08964887868681888,0.16838379662419134,0.05325653146158063
438,vjwLL41-EOQQkLSonUMdGw,279,6,279,147,16,23,117,44,185,13,101,2176,152,1463,1298,3142,2007/6/28 4:01,2021/3/31 0:00,2.420647149460709,94.35030658152102,0.1784397581477658,3466.5,13.757241995589018,0.1247112507784717,0.0764635865745255,0.16618331294743452,0.03499353617405388
439,s16-BUo-orUsELvMu5ocKg,109,10,109,87,19,27,50,5,84,13,128,2227,244,2138,1777,3897,2009/10/20 16:22,2021/3/31 0:00,2.1930219471018573,155.30027659350327,0.0775841200677802,4253.0,11.44234922807818,0.10649148502982274,0.0686463308952768,0.13902198766634924,0.03611757965442351
440,k8vhKPvVgKa4M7UkQYwg-w,22,0,22,5,13,11,57,2,51,3,22,930,77,1533,1202,2162,2006/1/30 16:16,2021/3/31 0:00,1.7986688851913477,79.2713898513188,0.04497297297297297,2351.0,15.163099855502319,0.12218075718314075,0.06927505668627908,0.16765656427618633,0.02380116417051796
441,ZYZNcugF3xUEGyLOVGiZ0Q,940,26,940,865,54,83,438,35,922,49,325,7524,371,4266,2911,10606,2007/1/4 14:48,2021/3/31 0:00,3.6434215046375815,204.49401050765636,0.2088319342739775,11383.5,14.235135751768196,0.15707764042188996,0.10697874724413875,0.2001412322913435,0.06391779596496776
442,Da_ZO8lKwIacljqKUJbAlw,228,39,228,175,22,26,78,19,123,10,42,1484,152,872,1513,1821,2005/9/22 20:21,2021/3/31 0:00,1.2035690680766689,97.49619309350159,0.23701220971989467,2164.5,15.518554642938627,0.14317442275295247,0.08633707519650807,0.19202984914511018,0.037483943942281245
443,hQYc90YPvI5WAhxUF4Bo5Q,303,18,303,273,33,64,185,26,297,16,139,2240,245,2100,1258,3421,2008/2/20 18:07,2021/3/31 0:00,2.71939586645469,95.98098419222492,0.21350341450843963,4003.0,13.10676287170127,0.12389136563174748,0.07836378917974159,0.16302539437453908,0.039231783008723806
444,d_SCA4qvpcVXorlwe4ZdGw,120,9,120,60,3,7,103,21,145,6,57,1148,100,1434,1080,2632,2008/8/25 1:30,2021/3/31 0:00,2.437037037037037,85.73687427834001,0.12485615650172613,2657.0,12.596680355920602,0.10763599939269267,0.06477261826670173,0.14447988214930568,0.02793045961350635
445,5p7fIgmWgP6yWdqJbSrlig,84,12,84,78,1,10,40,17,63,5,29,812,102,396,1184,1583,2007/1/26 4:58,2021/3/31 0:00,1.3369932432432432,83.52129862277766,0.15155858115370835,1446.5,14.176024792759906,0.12143991716161563,0.07125303024287294,0.16457878682278443,0.028116087530447677
446,hzmTQMkTGTUQ-aRdKAcUzA,933,50,933,624,86,107,380,91,1111,110,253,5485,180,4248,1855,7557,2008/11/18 1:03,2021/3/31 0:00,4.073854447439353,150.03217757036506,0.270561017929439,8735.0,12.364014373716634,0.13329186839149354,0.09027697875567196,0.17026623538965394,0.053304847468340154
447,#NAME?,1424,25,1424,942,221,107,602,56,1787,75,473,9242,245,6324,1431,11985,2008/7/21 1:10,2021/3/31 0:00,8.375262054507338,112.7433629379083,0.2590105622300461,13898.0,12.692543159175601,0.13954106169074756,0.097512900012814,0.17566735866944772,0.061388973597436516
448,8Zocr6jVED5JQEBvqwEBZw,363,1,363,141,6,25,197,36,339,20,245,5313,160,3196,1730,7886,2008/2/18 21:20,2021/3/31 0:00,4.558381502890174,131.94149923437425,0.10588594083562061,8277.5,13.11187162521865,0.12459514276782437,0.08052172569027924,0.16247926986463368,0.04263964978266639
449,HFECrzYDpgbS5EmTBtj2zQ,3688,113,3688,2126,233,188,1042,343,6697,246,1194,31280,431,21627,5591,38421,2007/3/28 19:08,2021/3/31 0:00,6.871937041674119,399.14617123267965,0.2141511913104415,45879.5,14.007399802266331,0.21042329578356808,0.16546851861525816,0.24906584574722837,0.1268297276073314
450,IwHLuykqqmGVNHJ_UCwXWg,1522,21,1522,731,11,123,1015,687,1874,80,879,18972,472,11803,4000,29333,2010/12/17 2:14,2021/3/31 0:00,7.33325,388.8837337747918,0.1408298396220137,30290.0,10.28585063502928,0.16120130969748675,0.13009996519266556,0.18793578282701748,0.10336840510501415
451,KzMgL2E49onbwB3g4prnVA,771,23,771,342,60,40,284,143,590,14,229,5145,213,3103,1161,6581,2008/10/7 3:53,2021/3/31 0:00,5.6683893195521105,93.0386801613277,0.22031155168925753,7521.0,12.478680888280477,0.12384345441863766,0.08185837435687243,0.15993256403148082,0.045771321782887404
452,HGTdyEDygTqANThO64WDWQ,84,0,84,37,2,11,44,3,81,9,61,2500,86,941,2247,4049,2008/4/21 17:23,2021/3/31 0:00,1.8019581664441477,173.64978326692219,0.05554072096128171,3788.0,12.939837630238042,0.11782993867851232,0.07302000008067157,0.15634706810118354,0.03450477917647313
453,Xxvz5g67eaCr3emnkY5M6w,105,7,105,109,4,15,64,9,96,12,43,1745,82,1476,2359,4305,2007/12/25 23:12,2021/3/31 0:00,1.824925816023739,177.87341471638646,0.07560457082115334,3804.0,13.262240474560805,0.1228815011173312,0.07639552646451513,0.16283930170357142,0.03643971866847864
454,v_7lmS6pGGkq6n0X9EljIQ,227,1,227,152,7,23,137,112,147,10,193,3498,208,2801,1060,5736,2009/10/15 15:57,2021/3/31 0:00,5.411320754716981,92.52723824621692,0.10270045700041545,6121.5,11.456086014145562,0.1041626749023847,0.06757725635796565,0.13561036065788326,0.03613128801895387
455,jC-LuL1IEU8TJp342DmWKw,43,3,43,24,1,6,25,4,47,2,23,1024,70,878,1086,2146,2007/7/12 2:26,2021/3/31 0:00,1.9760589318600368,79.15975372569847,0.05459486166007905,2059.0,13.719092706669707,0.10989373908435345,0.06294474419589065,0.150249394375404,0.022590817306956924
456,zWGj3oOA_X8QPho_l5BRKg,353,4,353,160,0,6,138,68,168,3,95,2774,72,1768,1078,3930,2007/11/10 1:05,2021/3/31 0:00,3.645640074211503,80.52006842258115,0.1591123701605288,4272.0,13.387966765533502,0.1187877025311588,0.07261751988558406,0.15847402620089474,0.032933110287213
457,mDBAmEsyxuVTTT70dK-dqA,282,29,282,286,12,48,105,96,244,36,127,2176,248,1960,1822,4150,2008/1/17 15:51,2021/3/31 0:00,2.277716794731065,138.0291697976401,0.1867004586048757,4267.0,13.200108373260324,0.1284164250491353,0.08214186022168038,0.16819256570608307,0.042367825168641376
458,xRBnIhqYTJZcEA4-wuZ4uA,69,3,69,76,0,6,41,5,98,4,29,680,64,833,1020,1784,2007/6/8 17:21,2021/3/31 0:00,1.7490196078431373,73.85696579415699,0.12132241431604489,1680.5,13.810477983116588,0.11452196829184468,0.06637771375386509,0.15590504378462616,0.02499644727599422
459,#NAME?,288,1,288,121,44,24,143,58,288,8,45,3725,98,2517,1108,4739,2009/3/22 18:12,2021/3/31 0:00,4.277075812274369,92.16003825797182,0.11911483471450687,5539.5,12.022564453570615,0.10708631148418869,0.06737674215381649,0.14121936019252523,0.0332454380934628
460,nl8gWLDo6U6MjqzbBmE_9A,113,2,113,55,10,12,47,62,210,1,59,1477,195,1018,1871,3624,2008/8/4 15:36,2021/3/31 0:00,1.936932121859968,147.87513388944788,0.11178297107370486,3157.0,12.652566735112938,0.11721556643205802,0.07357559757710637,0.15472705348761823,0.036066018452265564
461,5-dGV2Ci9S-gSUc__GIyvQ,284,25,284,440,0,19,107,128,186,33,140,2962,90,2635,1011,4063,2007/4/8 2:01,2021/3/31 0:00,4.0187932739861525,72.32154857403293,0.17039337474120084,4875.0,13.979236063578979,0.12488876681047721,0.07641863941732462,0.16655204684613034,0.0347573724758647
462,7fZu8ud7JXFthU0jPxVf4g,48,3,48,15,2,9,13,3,62,7,41,1305,56,922,1345,2020,2009/7/19 23:43,2021/3/31 0:00,1.5018587360594795,114.995293168698,0.05910054155874735,2151.5,11.696130884477908,0.0965626517704758,0.05749733718910176,0.1301418322771368,0.023919697297736516
